session_id,user_id,session_date,platform,daily_usage_minutes,device_type,notifications_received,sessions_per_day,scroll_distance_meters,videos_watched,stories_viewed,ads_clicked,time_of_day
SESS000261,USR04396,2023-08-03,Snapchat,19.8,Mobile,50.0,26,20.39,35,48,3,Late Night
SESS000262,USR02974,2023-08-21,Instagram,45.3,Desktop,79.0,18,6.28,99,2,3,Evening
SESS000263,USR02411,2023-10-24,Snapchat,240.6,Tablet,105.0,27,17.31,65,0,19,Evening
SESS000264,USR02717,2023-07-15,Instagram,159.3,Mobile,71.0,16,42.31,37,14,4,Afternoon
SESS000265,USR02234,2023-06-22,Pinterest,31.9,Desktop,158.0,27,66.33,2,47,0,Late Night
SESS000266,USR04484,2023-07-08,TikTok,55.2,Tablet,161.0,6,15.97,69,12,3,Late Night
SESS000267,USR03351,2023-11-17,Twitter/X,104.2,Tablet,46.0,17,154.71,3,47,3,Evening
SESS000268,USR03386,2023-07-19,LinkedIn,82.5,Tablet,80.0,7,2.17,22,6,8,Evening
SESS000269,USR04913,2023-11-30,YouTube,51.6,Tablet,172.0,30,11.33,9,8,3,Afternoon
SESS000270,USR02318,2023-08-26,LinkedIn,111.4,Tablet,156.0,10,5.13,27,27,15,Morning
SESS000271,USR00213,2023-05-06,TikTok,26.2,Mobile,106.0,21,74.06,33,3,10,Afternoon
SESS000272,USR02772,2023-04-06,YouTube,71.9,Desktop,74.0,14,1.63,43,14,13,Late Night
SESS000273,USR03894,2023-04-24,Snapchat,67.0,Desktop,37.0,7,102.41,35,49,15,Late Night
SESS000274,USR03706,2023-10-08,Pinterest,188.3,Tablet,184.0,28,18.39,42,35,14,Evening
SESS000275,USR00134,2023-11-28,Facebook,41.8,Tablet,160.0,13,26.46,69,27,9,Evening
SESS000276,USR04180,2023-04-09,Facebook,53.0,Mobile,101.0,28,14.32,53,24,6,Late Night
SESS000277,USR00244,2023-07-18,Facebook,29.0,Tablet,158.0,23,49.33,95,18,17,Late Night
SESS000278,USR02177,2023-09-16,Twitter/X,14.2,Mobile,41.0,13,132.4,13,20,18,Morning
SESS000279,USR03218,2023-06-07,Twitter/X,60.3,Desktop,136.0,23,84.09,28,2,5,Afternoon
SESS000280,USR01937,2023-02-20,Facebook,351.1,Desktop,133.0,17,56.84,35,49,18,Late Night
SESS000281,USR00022,2023-05-31,Instagram,43.4,Desktop,165.0,10,25.01,82,0,0,Morning
SESS000282,USR01265,2023-05-04,Facebook,153.3,Tablet,149.0,6,1.42,85,3,19,Evening
SESS000283,USR03967,2023-06-07,Facebook,37.7,Desktop,142.0,4,1.24,32,47,12,Evening
SESS000284,USR00550,2023-05-25,LinkedIn,94.2,Tablet,96.0,12,16.28,51,36,18,Afternoon
SESS000285,USR00843,2023-07-21,TikTok,20.2,Mobile,42.0,18,15.55,22,35,10,Morning
SESS000286,USR00439,2023-03-28,Twitter/X,169.4,Desktop,76.0,12,36.74,91,33,6,Morning
SESS000287,USR00714,2023-03-31,Snapchat,53.8,Mobile,133.0,18,5.5,64,21,11,Morning
SESS000288,USR02996,2023-09-16,YouTube,76.7,Desktop,119.0,17,89.66,16,12,19,Evening
SESS000289,USR01111,2023-01-12,Pinterest,66.6,Desktop,93.0,14,5.57,51,47,11,Afternoon
SESS000290,USR01937,2023-09-07,Instagram,81.3,Tablet,127.0,27,108.37,82,0,16,Evening
SESS000291,USR01306,2023-05-16,Instagram,28.9,Mobile,147.0,16,7.73,38,16,11,Evening
SESS000292,USR03285,2023-12-06,Twitter/X,82.2,Tablet,160.0,11,38.21,42,8,0,Afternoon
SESS000293,USR01338,2023-11-05,Facebook,32.4,Tablet,31.0,21,11.93,92,32,1,Evening
SESS000294,USR02201,2023-11-26,LinkedIn,61.6,Mobile,86.0,9,77.96,90,45,11,Morning
SESS000295,USR04042,2023-01-29,Facebook,45.5,Tablet,192.0,20,5.86,88,42,20,Morning
SESS000296,USR01034,2023-06-10,TikTok,80.6,Mobile,18.0,9,12.78,39,40,17,Afternoon
SESS000297,USR02564,2023-04-13,Facebook,132.7,Mobile,75.0,22,53.27,8,4,9,Late Night
SESS000298,USR04530,2023-09-20,Twitter/X,330.4,Tablet,191.0,17,8.94,80,16,5,Evening
SESS000299,USR02566,2023-12-12,Snapchat,78.2,Mobile,6.0,4,52.41,72,49,19,Late Night
SESS000300,USR03782,2023-10-20,Snapchat,98.4,Tablet,152.0,8,20.72,70,28,17,Evening
SESS000301,USR01048,2023-11-25,YouTube,81.9,Desktop,34.0,11,180.28,54,5,16,Late Night
SESS000302,USR01919,2023-01-07,TikTok,61.8,Mobile,62.0,12,40.31,98,42,6,Morning
SESS000303,USR02624,2023-06-25,Facebook,163.5,Mobile,39.0,12,46.92,7,30,4,Afternoon
SESS000304,USR03095,2023-11-11,Twitter/X,55.9,Tablet,26.0,27,41.49,32,0,20,Afternoon
SESS000305,USR03863,2023-07-08,LinkedIn,31.2,Tablet,192.0,15,68.79,74,32,5,Afternoon
SESS000306,USR00716,2023-01-04,LinkedIn,40.3,Mobile,4.0,8,5.65,12,0,20,Afternoon
SESS000307,USR03036,2023-11-11,YouTube,56.1,Mobile,175.0,17,0.44,49,29,3,Evening
SESS000308,USR00700,2023-05-19,Pinterest,603.8,Tablet,85.0,26,1.25,100,2,17,Late Night
SESS000309,USR01887,2023-03-24,TikTok,104.9,Desktop,58.0,12,30.51,4,38,3,Morning
SESS000310,USR03960,2023-09-26,TikTok,18.9,Mobile,61.0,21,43.55,23,40,2,Morning
SESS000311,USR02750,2023-11-25,Pinterest,,Mobile,,4,,41,35,5,Morning
SESS000312,USR02476,2023-02-05,TikTok,117.6,Desktop,82.0,20,17.15,53,49,2,Morning
SESS000313,USR03597,2023-08-12,LinkedIn,132.6,Tablet,53.0,29,128.12,14,25,18,Evening
SESS000314,USR02262,2023-10-06,YouTube,21.0,Tablet,71.0,17,28.79,23,16,4,Late Night
SESS000315,USR00845,2023-04-29,YouTube,23.9,Tablet,93.0,20,47.13,89,34,2,Morning
SESS000316,USR02017,2023-07-23,Pinterest,128.1,Mobile,161.0,14,43.79,3,22,18,Morning
SESS000317,USR02627,2023-03-20,Snapchat,,Tablet,,22,,35,7,9,Late Night
SESS000318,USR04414,2023-06-19,Snapchat,84.2,Desktop,32.0,21,69.79,73,5,0,Late Night
SESS000319,USR00277,2023-08-17,TikTok,29.4,Tablet,160.0,28,18.43,0,42,10,Late Night
SESS000320,USR03107,2023-09-09,Snapchat,53.7,Desktop,131.0,4,4.25,43,50,14,Evening
SESS000321,USR03467,2023-04-02,Snapchat,148.2,Desktop,104.0,25,137.76,19,19,4,Morning
SESS000322,USR01052,2023-02-13,YouTube,93.3,Mobile,11.0,15,21.51,3,27,10,Morning
SESS000323,USR00475,2023-01-14,Twitter/X,62.7,Mobile,87.0,8,10.22,63,20,20,Evening
SESS000324,USR03051,2023-12-25,Twitter/X,124.0,Desktop,143.0,5,16.81,71,37,18,Evening
SESS000325,USR00217,2023-09-14,Pinterest,55.7,Mobile,111.0,29,19.46,50,26,19,Morning
SESS000326,USR03869,2023-09-09,Instagram,144.2,Mobile,49.0,9,23.12,26,30,18,Afternoon
SESS000327,USR04737,2023-04-05,LinkedIn,45.9,Tablet,89.0,12,23.25,24,24,7,Afternoon
SESS000328,USR03186,2023-08-28,LinkedIn,25.1,Desktop,167.0,10,53.4,50,19,1,Morning
SESS000329,USR02730,2023-05-27,Snapchat,,Mobile,,10,,32,12,4,Late Night
SESS000330,USR02959,2023-03-04,Pinterest,125.6,Mobile,118.0,25,186.67,86,7,8,Late Night
SESS000331,USR04800,2023-01-26,Pinterest,227.2,Mobile,11.0,12,43.51,53,16,1,Morning
SESS000332,USR01811,2023-07-10,TikTok,49.2,Desktop,134.0,16,30.6,90,32,4,Late Night
SESS000333,USR01924,2023-10-26,Instagram,30.6,Mobile,155.0,3,39.52,24,16,8,Evening
SESS000334,USR02369,2023-02-10,LinkedIn,130.2,Desktop,171.0,26,34.34,84,19,3,Late Night
SESS000335,USR00392,2023-06-29,Facebook,53.3,Tablet,170.0,11,74.5,29,43,8,Late Night
SESS000336,USR01380,2023-08-24,Twitter/X,91.1,Tablet,4.0,12,64.32,90,20,19,Morning
SESS000337,USR04850,2023-10-21,Instagram,69.6,Mobile,116.0,16,50.6,49,44,7,Afternoon
SESS000338,USR00424,2023-09-18,Twitter/X,54.4,Tablet,75.0,14,37.32,7,50,16,Late Night
SESS000339,USR01394,2023-02-13,Snapchat,79.2,Desktop,103.0,10,20.08,71,19,0,Evening
SESS000340,USR02994,2023-07-11,LinkedIn,51.3,Mobile,142.0,13,13.04,27,26,0,Afternoon
SESS000341,USR01441,2023-06-23,TikTok,178.1,Mobile,98.0,9,82.14,38,27,1,Morning
SESS000342,USR02141,2023-06-22,Facebook,67.8,Desktop,19.0,12,7.29,72,34,12,Morning
SESS000343,USR03657,2023-02-16,Twitter/X,21.2,Mobile,139.0,24,32.99,62,44,3,Evening
SESS000344,USR02111,2023-10-10,TikTok,,Mobile,,4,,65,3,5,Afternoon
SESS000345,USR01029,2023-06-09,Twitter/X,109.0,Mobile,147.0,30,45.83,56,34,12,Evening
SESS000346,USR02833,2023-10-31,Snapchat,59.3,Desktop,125.0,12,98.15,46,9,9,Morning
SESS000347,USR00437,2023-07-02,Snapchat,44.1,Desktop,50.0,17,72.49,64,42,16,Late Night
SESS000348,USR03921,2023-07-08,Facebook,156.0,Mobile,55.0,9,48.58,29,21,15,Evening
SESS000349,USR03848,2023-03-27,Pinterest,135.4,Tablet,46.0,20,3.28,64,21,7,Late Night
SESS000350,USR02622,2023-11-15,LinkedIn,84.8,Mobile,33.0,7,13.66,72,33,5,Evening
SESS000351,USR01793,2023-08-06,Snapchat,34.2,Desktop,36.0,13,93.07,66,1,8,Morning
SESS000352,USR04367,2023-05-12,Facebook,17.4,Tablet,163.0,4,32.98,41,8,10,Afternoon
SESS000353,USR00886,2023-05-07,LinkedIn,59.0,Tablet,136.0,10,119.29,25,32,1,Afternoon
SESS000354,USR00565,2023-11-17,Pinterest,26.3,Tablet,118.0,8,59.77,58,48,16,Evening
SESS000355,USR04982,2023-06-12,Instagram,139.8,Tablet,18.0,13,26.64,95,12,13,Evening
SESS000356,USR02239,2023-03-13,LinkedIn,55.5,Mobile,75.0,6,19.39,24,33,9,Morning
SESS000357,USR02144,2023-03-12,Facebook,19.9,Desktop,174.0,14,37.75,10,21,14,Afternoon
SESS000358,USR04778,2023-02-19,Instagram,35.0,Tablet,102.0,15,121.08,76,31,16,Evening
SESS000359,USR03521,2023-09-05,TikTok,37.0,Mobile,117.0,13,267.46,92,12,16,Afternoon
SESS000360,USR03256,2023-04-12,Pinterest,52.9,Mobile,128.0,18,35.79,7,16,5,Evening
SESS000361,USR03710,2023-03-07,TikTok,83.3,Tablet,130.0,19,19.96,30,0,16,Late Night
SESS000362,USR02407,2023-10-10,Instagram,17.7,Mobile,147.0,6,57.98,56,24,6,Evening
SESS000363,USR00341,2023-06-06,Pinterest,22.3,Tablet,31.0,1,1.74,47,23,9,Late Night
SESS000364,USR00854,2023-03-14,LinkedIn,30.3,Mobile,155.0,20,18.53,96,18,8,Morning
SESS000365,USR02740,2023-05-16,Snapchat,44.0,Mobile,43.0,8,115.35,33,17,18,Morning
SESS000366,USR02927,2023-09-26,Twitter/X,16.6,Mobile,24.0,17,20.6,0,43,17,Morning
SESS000367,USR00131,2023-09-03,Twitter/X,18.2,Desktop,1.0,23,54.17,63,35,13,Afternoon
SESS000368,USR02840,2023-11-26,LinkedIn,27.4,Desktop,116.0,26,0.1,81,17,9,Evening
SESS000369,USR00033,2023-12-10,Instagram,37.4,Mobile,64.0,10,37.21,61,42,6,Evening
SESS000370,USR03297,2023-03-29,Snapchat,45.0,Mobile,127.0,16,178.22,32,38,6,Late Night
SESS000371,USR02178,2023-10-18,YouTube,82.8,Tablet,133.0,17,42.63,40,50,0,Late Night
SESS000372,USR02473,2023-10-01,Pinterest,62.9,Desktop,192.0,11,13.2,98,3,8,Evening
SESS000373,USR02403,2023-01-31,YouTube,68.7,Desktop,8.0,19,68.08,95,19,17,Evening
SESS000374,USR00489,2023-12-06,YouTube,91.2,Mobile,68.0,18,83.11,27,15,14,Morning
SESS000375,USR03089,2023-03-24,Snapchat,23.6,Mobile,28.0,3,26.23,92,8,2,Late Night
SESS000376,USR02879,2023-01-12,TikTok,23.1,Desktop,54.0,22,45.69,58,44,1,Evening
SESS000377,USR00258,2023-03-21,Snapchat,12.9,Tablet,140.0,10,20.56,77,44,5,Late Night
SESS000378,USR04010,2023-11-13,YouTube,16.1,Tablet,60.0,20,31.26,6,16,2,Late Night
SESS000379,USR03605,2023-02-08,Snapchat,168.3,Desktop,146.0,19,157.85,90,4,18,Late Night
SESS000380,USR04574,2023-11-26,Facebook,25.3,Desktop,157.0,7,27.28,79,20,5,Afternoon
SESS000381,USR00604,2023-08-23,YouTube,19.8,Mobile,128.0,9,90.24,6,49,6,Evening
SESS000382,USR03703,2023-03-30,Pinterest,69.0,Mobile,74.0,21,97.68,58,33,0,Morning
SESS000383,USR02254,2023-07-16,YouTube,316.0,Desktop,158.0,26,32.66,54,49,8,Morning
SESS000384,USR04763,2023-06-10,YouTube,81.1,Mobile,76.0,20,24.55,5,44,7,Late Night
SESS000385,USR02092,2023-02-24,Pinterest,160.4,Mobile,80.0,3,58.6,2,46,2,Late Night
SESS000386,USR01509,2023-12-01,TikTok,35.1,Mobile,133.0,28,64.03,4,37,11,Evening
SESS000387,USR00824,2023-11-28,LinkedIn,69.9,Tablet,170.0,21,9.39,54,32,7,Morning
SESS000388,USR01178,2023-05-05,YouTube,19.3,Desktop,164.0,16,68.3,89,7,20,Morning
SESS000389,USR03960,2023-05-15,LinkedIn,83.7,Mobile,49.0,14,27.54,17,26,18,Afternoon
SESS000390,USR04979,2023-03-16,Facebook,29.6,Mobile,156.0,3,32.43,11,14,7,Late Night
SESS000391,USR03824,2023-01-17,Snapchat,246.5,Mobile,109.0,16,55.96,9,7,15,Morning
SESS000392,USR00846,2023-06-09,Instagram,34.8,Desktop,171.0,17,2.28,99,9,20,Afternoon
SESS000393,USR02134,2023-11-17,YouTube,,Desktop,,29,,40,18,10,Evening
SESS000394,USR01815,2023-06-21,Instagram,82.8,Mobile,164.0,24,9.39,20,35,15,Morning
SESS000395,USR04969,2023-09-09,Pinterest,20.6,Mobile,50.0,4,26.09,35,33,15,Evening
SESS000396,USR00953,2023-09-22,Pinterest,348.2,Tablet,97.0,5,14.12,58,21,20,Afternoon
SESS000397,USR03710,2023-02-26,Twitter/X,73.2,Desktop,76.0,30,32.87,27,26,11,Morning
SESS000398,USR02631,2023-05-06,TikTok,10.9,Desktop,97.0,17,1.05,6,28,9,Morning
SESS000399,USR02242,2023-02-24,TikTok,46.3,Mobile,50.0,18,23.62,45,27,7,Late Night
SESS000400,USR00844,2023-05-29,Twitter/X,44.9,Mobile,120.0,7,25.39,29,1,3,Afternoon
SESS000401,USR01519,2023-07-05,Instagram,66.3,Desktop,98.0,14,19.83,73,37,18,Evening
SESS000402,USR01921,2023-07-14,Twitter/X,64.3,Tablet,194.0,21,268.16,49,42,14,Afternoon
SESS000403,USR04216,2023-03-12,Twitter/X,26.4,Mobile,150.0,3,28.88,48,16,19,Morning
SESS000404,USR03512,2023-07-10,YouTube,132.4,Desktop,27.0,3,15.38,87,42,14,Late Night
SESS000405,USR04094,2023-04-27,LinkedIn,34.4,Desktop,128.0,28,85.27,75,13,4,Late Night
SESS000406,USR00917,2023-02-01,TikTok,27.2,Tablet,42.0,14,64.63,3,45,17,Late Night
SESS000407,USR04066,2023-04-22,TikTok,122.4,Tablet,187.0,14,50.14,37,9,11,Morning
SESS000408,USR00010,2023-01-31,Instagram,51.2,Tablet,189.0,11,40.64,54,0,8,Morning
SESS000409,USR01589,2023-03-12,YouTube,28.0,Mobile,148.0,17,1.01,0,11,7,Evening
SESS000410,USR01735,2023-05-24,Pinterest,89.0,Desktop,72.0,4,17.06,88,20,19,Morning
SESS000411,USR00419,2023-02-03,Facebook,152.1,Tablet,191.0,8,66.04,71,45,8,Late Night
SESS000412,USR00292,2023-04-23,LinkedIn,81.3,Desktop,89.0,25,16.98,14,50,20,Evening
SESS000413,USR00907,2023-01-09,Snapchat,35.3,Tablet,76.0,14,19.8,55,38,11,Afternoon
SESS000414,USR03785,2023-01-08,Twitter/X,17.2,Tablet,36.0,18,16.21,64,2,2,Late Night
SESS000415,USR03051,2023-03-01,Instagram,12.0,Desktop,14.0,19,50.3,8,37,0,Afternoon
SESS000416,USR03038,2023-02-27,YouTube,63.5,Mobile,21.0,2,67.05,34,15,6,Morning
SESS000417,USR00583,2023-04-18,LinkedIn,121.1,Tablet,149.0,28,47.06,90,2,17,Afternoon
SESS000418,USR04787,2023-02-03,Instagram,15.7,Mobile,164.0,18,1.65,6,0,17,Late Night
SESS000419,USR04088,2023-05-25,TikTok,45.9,Tablet,89.0,8,10.77,54,28,20,Morning
SESS000420,USR00162,2023-08-06,TikTok,82.0,Desktop,94.0,29,99.01,90,1,3,Morning
SESS000421,USR01105,2023-06-04,Facebook,82.8,Desktop,112.0,22,19.71,11,29,6,Afternoon
SESS000422,USR00425,2023-06-07,Twitter/X,61.6,Desktop,8.0,15,14.3,38,31,5,Late Night
SESS000423,USR00129,2023-04-05,Twitter/X,179.8,Tablet,156.0,27,0.9,71,42,5,Morning
SESS000424,USR03527,2023-02-12,Instagram,135.0,Desktop,169.0,4,6.22,74,35,10,Afternoon
SESS000425,USR02484,2023-05-25,LinkedIn,,Desktop,,20,,47,39,8,Evening
SESS000426,USR02449,2023-05-08,Twitter/X,125.5,Tablet,141.0,16,82.93,58,24,14,Evening
SESS000427,USR04444,2023-08-27,Facebook,136.5,Desktop,97.0,7,45.65,31,45,18,Evening
SESS000428,USR00804,2023-11-25,Instagram,41.4,Tablet,105.0,20,85.06,64,20,4,Evening
SESS000429,USR03396,2023-09-02,Snapchat,16.6,Tablet,145.0,9,49.96,18,29,19,Afternoon
SESS000430,USR00111,2023-09-15,Instagram,58.5,Tablet,133.0,5,135.57,43,44,0,Afternoon
SESS000431,USR01781,2023-12-14,Pinterest,122.4,Mobile,123.0,15,161.08,21,40,15,Evening
SESS000432,USR03945,2023-12-13,Snapchat,84.2,Desktop,147.0,28,0.65,46,12,11,Late Night
SESS000433,USR02429,2023-01-15,TikTok,210.5,Tablet,199.0,22,53.72,26,32,0,Afternoon
SESS000434,USR03789,2023-07-10,Instagram,29.2,Tablet,65.0,26,110.23,24,16,13,Evening
SESS000435,USR04468,2023-06-21,Twitter/X,12.7,Tablet,68.0,30,15.84,50,25,14,Late Night
SESS000436,USR04178,2023-12-06,Snapchat,149.1,Desktop,162.0,8,37.12,86,11,12,Evening
SESS000437,USR00080,2023-11-12,LinkedIn,40.8,Desktop,103.0,6,74.33,44,16,20,Morning
SESS000438,USR00616,2023-03-12,Facebook,13.7,Tablet,155.0,30,49.4,96,27,11,Morning
SESS000439,USR00328,2023-03-10,YouTube,7.8,Mobile,59.0,9,1.4,59,4,11,Late Night
SESS000440,USR00359,2023-09-02,Pinterest,67.6,Desktop,10.0,26,27.11,2,31,1,Morning
SESS000441,USR02645,2023-08-31,YouTube,34.3,Mobile,123.0,9,25.05,78,8,10,Evening
SESS000442,USR03762,2023-01-13,Facebook,130.4,Desktop,35.0,29,28.07,70,7,10,Late Night
SESS000443,USR02931,2023-12-05,Facebook,20.0,Desktop,173.0,15,91.81,76,20,3,Evening
SESS000444,USR01905,2023-03-06,Instagram,12.9,Mobile,151.0,20,29.08,64,7,3,Late Night
SESS000445,USR00461,2023-08-07,Pinterest,13.9,Desktop,10.0,4,43.05,51,47,13,Morning
SESS000446,USR02122,2023-01-28,Facebook,183.0,Mobile,51.0,4,52.82,63,16,19,Morning
SESS000447,USR01494,2023-06-06,TikTok,26.3,Mobile,125.0,12,91.16,21,40,20,Afternoon
SESS000448,USR04369,2023-10-16,YouTube,15.8,Mobile,123.0,18,19.9,59,7,9,Late Night
SESS000449,USR03191,2023-08-27,Snapchat,,Mobile,,18,,16,11,17,Late Night
SESS000450,USR02723,2023-07-24,LinkedIn,37.8,Mobile,96.0,28,18.22,44,49,20,Late Night
SESS000451,USR01596,2023-11-15,Instagram,45.4,Tablet,73.0,28,9.7,48,35,12,Late Night
SESS000452,USR00123,2023-11-30,LinkedIn,32.9,Desktop,79.0,7,7.0,95,22,19,Evening
SESS000453,USR04402,2023-08-31,Pinterest,43.8,Tablet,154.0,27,7.84,68,50,0,Morning
SESS000454,USR02978,2023-11-10,YouTube,28.2,Tablet,12.0,18,67.93,64,47,14,Evening
SESS000455,USR01865,2023-10-26,TikTok,23.1,Tablet,70.0,26,17.6,36,20,11,Afternoon
SESS000456,USR03667,2023-09-23,Snapchat,45.2,Tablet,177.0,13,51.02,35,39,2,Late Night
SESS000457,USR02205,2023-08-19,YouTube,7.0,Mobile,42.0,15,9.95,66,17,5,Afternoon
SESS000458,USR03382,2023-12-23,YouTube,40.1,Desktop,173.0,11,48.93,64,41,20,Late Night
SESS000459,USR00423,2023-04-05,Twitter/X,89.6,Mobile,15.0,24,37.04,22,41,3,Morning
SESS000460,USR04728,2023-06-29,YouTube,109.5,Desktop,36.0,11,78.93,35,5,2,Late Night
SESS000461,USR02537,2023-07-26,Pinterest,38.3,Desktop,80.0,22,123.14,20,21,13,Evening
SESS000462,USR01136,2023-12-10,Snapchat,88.3,Tablet,70.0,6,42.18,87,11,1,Afternoon
SESS000463,USR02723,2023-10-30,LinkedIn,,Mobile,,2,,75,22,10,Morning
SESS000464,USR00886,2023-08-12,TikTok,40.9,Mobile,200.0,23,56.73,54,25,10,Late Night
SESS000465,USR02411,2023-11-28,Facebook,30.7,Tablet,191.0,16,106.54,46,43,19,Morning
SESS000466,USR01428,2023-06-06,Facebook,218.0,Desktop,144.0,21,90.06,4,36,9,Late Night
SESS000467,USR02816,2023-02-09,Facebook,47.3,Desktop,30.0,24,1.64,42,19,12,Evening
SESS000468,USR01874,2023-02-02,Snapchat,44.4,Desktop,185.0,26,68.57,8,9,12,Morning
SESS000469,USR04198,2023-04-19,LinkedIn,18.5,Tablet,17.0,1,26.57,9,25,5,Late Night
SESS000470,USR03778,2023-06-28,Snapchat,29.3,Tablet,81.0,18,57.76,19,35,0,Afternoon
SESS000471,USR00751,2023-01-08,YouTube,82.6,Desktop,194.0,1,14.91,85,9,6,Late Night
SESS000472,USR03582,2023-08-18,Pinterest,60.8,Mobile,43.0,22,30.78,22,20,8,Evening
SESS000473,USR01785,2023-12-20,TikTok,49.4,Desktop,46.0,6,3.29,64,30,7,Late Night
SESS000474,USR01717,2023-08-11,Pinterest,219.6,Desktop,57.0,4,8.24,26,19,10,Afternoon
SESS000475,USR03524,2023-05-29,Snapchat,171.2,Mobile,72.0,30,19.6,80,15,1,Late Night
SESS000476,USR02744,2023-11-13,Twitter/X,33.9,Tablet,72.0,21,63.69,64,48,4,Morning
SESS000477,USR04384,2023-11-15,Pinterest,71.9,Mobile,79.0,14,62.1,84,17,15,Morning
SESS000478,USR00134,2023-07-14,Snapchat,76.9,Desktop,29.0,28,34.95,89,38,14,Afternoon
SESS000479,USR04269,2023-08-20,Facebook,23.8,Tablet,163.0,9,14.57,91,31,15,Morning
SESS000480,USR02668,2023-03-27,Pinterest,58.1,Tablet,48.0,4,8.26,52,30,11,Morning
SESS000481,USR04706,2023-12-25,Snapchat,57.7,Mobile,36.0,9,16.06,31,31,20,Evening
SESS000482,USR02091,2023-08-17,Pinterest,97.0,Desktop,145.0,18,116.11,43,37,13,Evening
SESS000483,USR02189,2023-12-28,Pinterest,69.8,Tablet,50.0,29,67.0,88,17,14,Morning
SESS000484,USR04197,2023-07-26,LinkedIn,206.3,Tablet,179.0,24,0.94,38,1,4,Evening
SESS000485,USR02670,2023-04-08,LinkedIn,46.0,Tablet,155.0,23,55.76,60,13,16,Evening
SESS000486,USR02216,2023-04-22,LinkedIn,69.5,Mobile,141.0,3,7.04,53,29,15,Afternoon
SESS000487,USR01794,2023-10-17,Snapchat,36.4,Mobile,191.0,9,56.31,7,35,15,Morning
SESS000488,USR00046,2023-07-30,Facebook,39.8,Tablet,106.0,1,44.66,66,45,5,Evening
SESS000489,USR03041,2023-09-17,LinkedIn,100.5,Tablet,76.0,30,138.38,90,28,12,Evening
SESS000490,USR02525,2023-01-14,TikTok,106.0,Mobile,146.0,14,10.27,26,31,18,Late Night
SESS000491,USR03346,2023-01-21,Snapchat,29.7,Desktop,35.0,26,74.2,64,4,1,Late Night
SESS000492,USR02981,2023-08-15,Snapchat,41.4,Mobile,186.0,14,41.81,39,48,12,Evening
SESS000493,USR02054,2023-02-27,TikTok,109.6,Desktop,179.0,5,66.3,56,26,18,Afternoon
SESS000494,USR01145,2023-02-24,Snapchat,73.7,Mobile,124.0,28,5.89,50,49,16,Evening
SESS000495,USR02936,2023-11-12,LinkedIn,187.7,Tablet,57.0,1,26.23,34,32,2,Late Night
SESS000496,USR04363,2023-05-25,YouTube,58.0,Mobile,141.0,15,80.01,88,5,3,Late Night
SESS000497,USR01687,2023-09-13,Twitter/X,100.1,Tablet,189.0,6,87.05,35,31,5,Morning
SESS000498,USR02030,2023-06-10,Pinterest,132.3,Tablet,83.0,22,53.24,67,34,6,Morning
SESS000499,USR04436,2023-01-25,TikTok,54.5,Mobile,9.0,18,69.41,88,28,19,Morning
SESS000500,USR00658,2023-12-03,YouTube,61.1,Desktop,200.0,18,40.15,54,50,8,Late Night
SESS000501,USR03871,2023-07-02,TikTok,40.7,Tablet,149.0,20,11.98,45,9,20,Afternoon
SESS000502,USR01278,2023-11-22,LinkedIn,99.5,Desktop,25.0,8,11.04,46,29,11,Evening
SESS000503,USR04775,2023-04-05,LinkedIn,36.2,Desktop,158.0,20,80.06,15,10,11,Late Night
SESS000504,USR01359,2023-03-07,YouTube,35.4,Mobile,124.0,1,58.21,10,28,13,Afternoon
SESS000505,USR04211,2023-01-24,Pinterest,101.1,Mobile,51.0,14,16.98,100,28,8,Afternoon
SESS000506,USR00471,2023-02-18,TikTok,48.0,Mobile,162.0,12,43.21,78,36,20,Afternoon
SESS000507,USR00157,2023-02-03,Snapchat,64.0,Mobile,98.0,28,11.96,22,38,0,Late Night
SESS000508,USR02040,2023-03-15,Instagram,197.1,Tablet,83.0,29,19.58,34,35,13,Late Night
SESS000509,USR02739,2023-09-05,Pinterest,49.1,Mobile,23.0,1,82.05,27,23,2,Afternoon
SESS000510,USR00519,2023-01-05,Instagram,42.7,Desktop,97.0,1,94.6,97,6,0,Afternoon
SESS000511,USR03778,2023-05-25,Snapchat,90.3,Desktop,92.0,12,76.25,33,34,20,Morning
SESS000512,USR01355,2023-03-14,Pinterest,37.9,Tablet,16.0,28,91.03,32,39,1,Morning
SESS000513,USR03304,2023-03-07,Facebook,11.1,Mobile,131.0,2,1.63,77,10,2,Evening
SESS000514,USR03231,2023-12-25,Facebook,139.4,Desktop,138.0,7,21.58,9,28,3,Evening
SESS000515,USR02651,2023-07-09,Twitter/X,126.8,Tablet,23.0,20,129.86,71,45,12,Evening
SESS000516,USR00312,2023-10-19,Facebook,34.0,Mobile,36.0,3,10.17,12,46,2,Morning
SESS000517,USR03553,2023-04-25,Facebook,48.4,Tablet,144.0,7,86.32,96,50,8,Afternoon
SESS000518,USR04214,2023-05-01,LinkedIn,22.9,Desktop,143.0,13,158.37,18,1,5,Evening
SESS000519,USR01801,2023-11-29,TikTok,234.2,Desktop,3.0,15,114.17,19,15,13,Morning
SESS000520,USR00494,2023-03-12,Facebook,120.0,Mobile,169.0,12,16.06,88,37,18,Morning
SESS000521,USR00458,2023-04-18,Snapchat,30.4,Desktop,24.0,22,35.43,40,15,5,Evening
